timestamp,Living Room Temperature,Living Room Humidity,spaceId
2025-04-02T17:44:43.757Z,20.5,69.5,41413915
2025-04-02T17:45:13.620Z,20.5,69.5,41413915
2025-04-02T17:45:43.653Z,20.5,69.5,41413915
2025-04-02T17:46:13.612Z,20.5,69.5,41413915
2025-04-02T17:46:43.688Z,20.5,69.5,41413915
2025-04-02T17:47:13.607Z,20.5,69.5,41413915
2025-04-02T17:47:43.673Z,20.5,69.5,41413915
2025-04-02T17:48:13.675Z,20.5,69.5,41413915
2025-04-02T17:48:43.632Z,20.5,69.5,41413915
2025-04-02T17:49:13.628Z,20.5,69.5,41413915
2025-04-02T17:49:43.728Z,20.5,69.5,41413915
2025-04-02T17:50:13.710Z,20.5,69.5,41413915
2025-04-02T17:50:43.967Z,20.5,69.5,41413915
2025-04-02T17:51:13.788Z,20.5,69.5,41413915
2025-04-02T17:51:43.850Z,20.5,69.5,41413915
2025-04-02T17:52:13.641Z,20.5,69.6,41413915
2025-04-02T17:52:43.756Z,20.5,69.6,41413915
2025-04-02T17:53:13.623Z,20.5,69.6,41413915
2025-04-02T17:53:43.706Z,20.5,69.6,41413915
2025-04-02T17:54:13.691Z,20.5,69.6,41413915
2025-04-02T17:54:43.741Z,20.5,69.6,41413915
2025-04-02T17:55:13.685Z,20.5,69.6,41413915
2025-04-02T17:55:43.629Z,20.5,69.6,41413915
2025-04-02T17:56:13.647Z,20.5,69.6,41413915
2025-04-02T17:56:43.692Z,20.5,69.6,41413915
2025-04-02T17:57:13.709Z,20.5,69.6,41413915
2025-04-02T17:57:43.701Z,20.5,69.6,41413915
2025-04-02T17:58:13.619Z,20.5,69.7,41413915
2025-04-02T17:58:43.721Z,20.5,69.7,41413915
2025-04-02T17:59:13.683Z,20.5,69.7,41413915
2025-04-02T17:59:43.684Z,20.5,69.7,41413915
2025-04-02T18:00:13.649Z,20.5,69.7,41413915
2025-04-02T18:00:43.628Z,20.5,69.7,41413915
2025-04-02T18:01:13.670Z,20.5,69.7,41413915
2025-04-02T18:01:43.616Z,20.5,69.7,41413915
2025-04-02T18:02:13.677Z,20.5,69.7,41413915
2025-04-02T18:02:43.702Z,20.5,69.9,41413915
2025-04-02T18:03:13.627Z,20.5,69.9,41413915
2025-04-02T18:03:43.641Z,20.5,69.9,41413915
2025-04-02T18:04:13.715Z,20.5,69.7,41413915
2025-04-02T18:04:43.623Z,20.5,69.7,41413915
2025-04-02T18:05:13.599Z,20.5,69.7,41413915
2025-04-02T18:05:43.613Z,20.5,69.9,41413915
2025-04-02T18:06:13.697Z,20.5,69.9,41413915
2025-04-02T18:06:43.663Z,20.5,69.9,41413915
2025-04-02T18:07:13.624Z,20.5,69.9,41413915
2025-04-02T18:07:43.638Z,20.5,69.9,41413915
2025-04-02T18:08:13.801Z,20.5,69.9,41413915
2025-04-02T18:08:43.668Z,20.5,69.9,41413915
2025-04-02T18:09:13.709Z,20.5,69.9,41413915
2025-04-02T18:09:43.770Z,20.5,69.9,41413915
2025-04-02T18:10:13.629Z,20.4,70.3,41413915
2025-04-02T18:10:43.643Z,20.4,70.3,41413915
2025-04-02T18:11:13.698Z,20.4,70.3,41413915
2025-04-02T18:11:43.672Z,20.4,70.4,41413915
2025-04-02T18:12:13.701Z,20.4,70.4,41413915
2025-04-02T18:12:43.720Z,20.4,70.4,41413915
2025-04-02T18:13:13.844Z,20.4,70.5,41413915
2025-04-02T18:13:43.747Z,20.4,70.5,41413915
2025-04-02T18:14:13.683Z,20.4,70.5,41413915
2025-04-02T18:14:43.742Z,20.4,70.5,41413915
2025-04-02T18:15:13.690Z,20.4,70.5,41413915
2025-04-02T18:15:43.721Z,20.4,70.5,41413915
2025-04-02T18:16:13.722Z,20.4,70.5,41413915
2025-04-02T18:16:43.747Z,20.4,70.5,41413915
2025-04-02T18:17:13.776Z,20.4,70.5,41413915
2025-04-02T18:17:43.683Z,20.4,70.5,41413915
2025-04-02T18:18:13.736Z,20.4,70.5,41413915
2025-04-02T18:18:43.771Z,20.4,70.5,41413915
2025-04-02T18:19:13.943Z,20.4,70.5,41413915
2025-04-02T18:19:43.816Z,20.4,70.5,41413915
2025-04-02T18:20:13.781Z,20.4,70.5,41413915
2025-04-02T18:20:43.800Z,22,85.2,41413915
2025-04-02T18:21:13.723Z,22,85.2,41413915
2025-04-02T18:21:43.712Z,22,85.2,41413915
2025-04-02T18:22:13.742Z,25.6,65.1,41413915
2025-04-02T18:22:43.704Z,25.6,65.1,41413915
2025-04-02T18:23:13.817Z,25.6,65.1,41413915
2025-04-02T18:23:43.800Z,28.6,56.2,41413915
2025-04-02T18:24:13.809Z,28.6,56.2,41413915
2025-04-02T18:24:43.785Z,28.6,56.2,41413915
2025-04-02T18:25:13.828Z,28.9,55.2,41413915
2025-04-02T18:25:43.773Z,28.9,55.2,41413915
2025-04-02T18:26:13.902Z,28.9,55.2,41413915
2025-04-02T18:26:43.784Z,26.8,59.2,41413915
2025-04-02T18:27:13.739Z,26.8,59.2,41413915
2025-04-02T18:27:43.718Z,26.8,59.2,41413915
2025-04-02T18:28:13.742Z,26.8,59.2,41413915
2025-04-02T18:28:43.799Z,25.6,63.4,41413915
2025-04-02T18:29:13.779Z,25.6,63.4,41413915
2025-04-02T18:29:43.785Z,25.6,63.4,41413915
2025-04-02T18:30:13.842Z,25.2,66.1,41413915
2025-04-02T18:30:43.832Z,25.2,66.1,41413915
2025-04-02T18:31:13.777Z,25.2,66.1,41413915
2025-04-02T18:31:43.835Z,25.1,66.4,41413915
2025-04-02T18:32:13.783Z,25.1,66.4,41413915
2025-04-02T18:32:43.824Z,25.1,66.4,41413915
2025-04-02T18:33:13.847Z,25.2,66.5,41413915
2025-04-02T18:33:43.795Z,25.2,66.5,41413915
2025-04-02T18:34:13.854Z,25.2,66.5,41413915
2025-04-02T18:34:43.803Z,25.3,66.7,41413915
2025-04-02T18:35:13.863Z,25.3,66.7,41413915
2025-04-02T18:35:43.796Z,25.3,66.7,41413915
2025-04-02T18:36:13.843Z,25.4,64.9,41413915
2025-04-02T18:36:43.831Z,25.4,64.9,41413915
2025-04-02T18:37:13.784Z,25.4,64.9,41413915
2025-04-02T18:37:43.849Z,25.5,61.7,41413915
2025-04-02T18:38:13.836Z,25.5,61.7,41413915
2025-04-02T18:38:43.804Z,25.5,61.7,41413915
2025-04-02T18:39:13.829Z,25.2,63.8,41413915
2025-04-02T18:39:44.079Z,25.2,63.8,41413915
2025-04-02T18:40:13.790Z,25.2,63.8,41413915
2025-04-02T18:40:43.796Z,25.1,63.3,41413915
2025-04-02T18:41:13.862Z,25.1,63.3,41413915
2025-04-02T18:41:43.779Z,25.1,63.3,41413915
2025-04-02T18:42:13.879Z,25.1,64.8,41413915
